age,gender,customer_type,travel_type,flight_class,flight_distance,departure_delay,arrival_delay,seat_comfort,inflight_wifi,food_and_drink,cleanliness,baggage_handling,checkin_service,onboard_service,satisfaction
32,Male,Returning,Personal,Economy,554,138,63,3,3,2,5,2,2,5,1
28,Female,Returning,Business,Economy,2007,121,67,4,5,1,5,5,2,2,1
25,Male,First-time,Personal,Economy,1133,163,190,3,2,2,5,3,2,5,0
43,Female,First-time,Personal,Economy,3064,48,61,5,1,1,5,3,5,2,1
68,Male,Returning,Business,Economy,2771,47,80,3,3,4,4,2,3,4,1
62,Male,Returning,Personal,Business,4042,114,70,4,2,2,5,4,1,3,1
61,Male,Returning,Business,Economy,2335,86,113,3,5,3,1,5,2,4,0
22,Female,First-time,Personal,Economy,2267,6,172,4,5,2,3,5,2,4,1
23,Male,Returning,Personal,Economy,399,76,51,2,2,1,4,5,3,2,1
43,Male,Returning,Personal,Economy,2152,178,115,4,1,3,4,5,1,3,0
21,Female,First-time,Personal,Business,3483,144,124,3,2,5,5,5,2,2,0
36,Female,Returning,Personal,Business,2655,159,126,4,2,3,3,4,3,1,0
37,Female,Returning,Personal,Economy,411,153,64,1,4,3,1,5,4,4,0
50,Female,Returning,Personal,Business,3458,120,129,4,5,2,3,4,5,3,1
37,Male,First-time,Business,Business,482,123,176,4,1,3,2,4,3,4,0
66,Male,Returning,Business,Business,4152,149,21,1,4,3,3,4,2,1,0
29,Male,Returning,Business,Economy,464,140,156,1,2,1,1,3,1,1,0
64,Male,Returning,Business,Economy,2437,124,162,1,5,2,1,1,4,3,0
18,Male,Returning,Personal,Economy,2323,11,75,5,4,1,1,2,1,3,1
43,Female,Returning,Personal,Business,754,70,151,4,4,2,4,3,1,1,0
31,Male,Returning,Personal,Economy,2585,0,93,1,1,5,4,1,1,4,1
55,Male,Returning,Business,Economy,841,160,157,1,2,3,2,3,3,5,0
54,Male,Returning,Business,Economy,2965,118,169,2,1,2,3,4,3,4,0
28,Female,First-time,Business,Economy,2749,141,70,5,4,3,5,4,5,5,1
53,Female,Returning,Personal,Economy,4233,110,105,4,4,3,2,5,4,2,0
30,Male,First-time,Business,Business,3186,63,49,3,1,4,5,4,1,3,1
60,Female,Returning,Personal,Economy,4914,42,101,5,4,1,5,3,2,1,1
20,Female,Returning,Business,Business,4592,40,198,5,3,2,2,2,1,2,0
50,Female,Returning,Personal,Economy,4204,114,187,2,5,5,3,4,4,4,0
23,Female,Returning,Business,Economy,1988,38,112,4,2,4,5,1,1,5,1
67,Female,Returning,Personal,Economy,1937,0,29,4,5,1,4,3,3,3,1
27,Female,First-time,Business,Economy,4970,40,11,1,2,5,4,1,3,5,1
22,Female,Returning,Business,Economy,4382,172,176,1,4,5,2,5,4,4,0
40,Male,Returning,Personal,Economy,2190,87,81,5,1,3,5,5,5,4,1
27,Male,First-time,Personal,Economy,3505,97,45,2,1,1,2,2,1,1,0
61,Female,First-time,Business,Economy,777,87,170,4,4,4,4,3,4,2,1
19,Male,Returning,Personal,Economy,2666,78,129,2,2,2,2,2,2,3,0
30,Male,Returning,Business,Economy,2826,140,96,3,4,2,5,1,2,1,0
57,Female,Returning,Personal,Economy,666,70,79,4,2,4,5,2,5,5,1
19,Male,Returning,Business,Economy,2136,136,53,1,4,3,4,1,3,2,0
37,Female,First-time,Personal,Economy,2015,98,34,5,4,3,1,2,4,3,1
18,Female,Returning,Business,Economy,312,150,51,2,4,5,1,5,1,5,0
54,Female,Returning,Business,Economy,835,174,160,1,1,1,3,3,4,3,0
26,Male,Returning,Business,Economy,3539,166,83,5,2,5,4,2,5,3,1
34,Male,Returning,Personal,Economy,2617,86,71,1,4,2,3,1,4,2,0
26,Male,Returning,Business,Economy,4342,153,178,4,5,4,4,3,5,5,1
28,Male,Returning,Personal,Economy,675,0,25,2,5,1,5,5,5,1,1
32,Female,Returning,Personal,Economy,2024,141,189,3,1,4,4,5,5,1,0
41,Female,First-time,Personal,Business,556,111,60,1,3,1,2,4,4,1,0
55,Male,Returning,Business,Economy,2564,73,153,2,1,2,3,3,2,3,0
52,Female,Returning,Personal,Economy,749,64,36,4,3,2,4,2,1,4,1
47,Female,Returning,Personal,Economy,1193,68,157,1,1,1,3,5,5,2,0
48,Male,First-time,Personal,Economy,3512,66,94,4,5,3,4,2,3,1,1
66,Female,Returning,Business,Economy,1484,176,10,3,4,1,1,2,5,2,0
22,Male,First-time,Personal,Economy,3523,49,180,3,2,2,3,1,4,3,0
61,Female,Returning,Personal,Business,1608,57,40,5,4,4,5,2,5,2,1
67,Male,Returning,Personal,Business,1216,52,132,5,5,5,5,4,3,1,1
31,Female,Returning,Personal,Economy,447,90,65,5,2,4,4,3,2,1,1
28,Female,First-time,Business,Economy,2414,114,140,4,3,2,5,3,4,3,1
26,Male,Returning,Business,Economy,4316,117,190,5,3,4,5,1,4,3,1
51,Male,Returning,Personal,Economy,4240,56,152,2,5,3,3,4,4,5,1
29,Male,Returning,Personal,Economy,4371,85,171,4,2,3,4,4,3,3,1
52,Male,Returning,Personal,Economy,3095,17,141,4,4,1,3,3,4,4,1
52,Female,Returning,Personal,Economy,742,15,68,5,5,4,4,4,2,4,1
18,Female,Returning,Business,Economy,3244,129,58,5,3,4,5,5,1,1,0
57,Male,First-time,Business,Business,4236,12,183,4,5,2,4,2,1,3,0
39,Female,First-time,Business,Economy,698,172,179,3,4,1,4,2,5,4,0
46,Male,Returning,Business,Business,1451,79,65,3,1,1,2,3,1,4,0
25,Male,Returning,Personal,Business,4092,42,67,5,1,4,4,3,3,5,1
28,Female,Returning,Personal,Economy,3295,53,11,3,4,5,2,4,1,3,1
58,Female,First-time,Business,Economy,2516,158,67,2,2,4,3,1,3,5,1
54,Male,First-time,Business,Economy,2007,136,170,2,5,4,2,3,3,2,0
31,Male,Returning,Personal,Economy,3631,72,72,2,4,4,3,3,5,5,1
47,Male,First-time,Personal,Economy,2287,47,5,4,1,3,4,3,1,2,1
52,Female,Returning,Personal,Economy,4902,17,14,4,3,1,3,4,5,2,1
38,Female,First-time,Personal,Economy,2868,10,41,4,4,3,5,5,4,3,1
54,Female,Returning,Personal,Economy,460,83,30,4,4,5,4,3,2,2,1
22,Female,Returning,Business,Economy,4735,18,180,4,4,2,2,5,1,2,0
36,Male,First-time,Business,Economy,4204,99,5,5,1,5,1,4,4,5,1
31,Male,Returning,Personal,Economy,3873,115,32,3,1,1,4,1,4,3,1
43,Male,First-time,Personal,Economy,3477,89,156,5,4,2,5,2,5,3,1
21,Male,Returning,Business,Economy,2125,73,20,3,4,5,3,2,5,2,1
42,Male,Returning,Personal,Economy,4224,23,123,5,2,1,2,2,2,5,1
62,Male,Returning,Business,Economy,1923,12,181,2,3,5,2,2,2,5,0
59,Female,Returning,Business,Economy,1476,124,183,1,5,2,5,4,2,5,0
42,Female,Returning,Business,Business,4020,115,93,4,5,2,5,2,2,5,1
35,Male,First-time,Business,Economy,3520,173,148,1,5,5,4,4,5,1,0
57,Male,First-time,Personal,Economy,3559,156,99,1,1,3,1,1,3,2,0
25,Female,Returning,Personal,Economy,430,163,54,2,1,5,1,3,5,2,0
56,Female,Returning,Business,Business,3862,70,185,1,2,5,3,3,3,2,0
57,Female,Returning,Personal,Economy,1799,125,63,1,1,5,2,3,5,3,0
31,Female,Returning,Personal,Economy,3088,144,85,2,4,3,4,4,5,3,1
49,Male,Returning,Personal,Economy,4008,175,173,3,3,4,2,4,2,5,0
68,Male,Returning,Personal,Economy,2007,151,21,5,3,2,4,4,3,3,1
55,Male,Returning,Business,Economy,2069,118,59,1,3,1,5,1,4,4,1
50,Male,Returning,Personal,Economy,1618,90,103,4,3,2,3,5,4,2,1
40,Male,Returning,Business,Business,3679,84,138,2,5,2,5,4,4,2,1
32,Female,First-time,Business,Economy,3073,107,46,1,5,4,2,4,2,1,0
50,Male,First-time,Personal,Economy,3290,126,158,3,4,2,3,3,4,1,0
42,Female,First-time,Business,Economy,3344,120,76,3,2,2,4,2,5,4,1
34,Male,First-time,Personal,Economy,675,128,17,4,1,3,4,2,2,1,1
50,Male,Returning,Personal,Business,3336,5,21,1,1,3,3,1,4,5,1
64,Male,Returning,Business,Economy,960,77,183,4,5,3,5,2,2,5,1
19,Male,Returning,Personal,Economy,1703,37,144,3,3,3,3,5,5,2,1
31,Male,Returning,Business,Economy,1040,160,37,3,4,3,5,3,2,5,1
57,Female,Returning,Business,Business,603,115,24,5,2,1,3,1,4,1,1
57,Female,First-time,Personal,Economy,1385,101,31,3,5,4,5,2,2,4,1
68,Female,First-time,Personal,Economy,3479,7,142,2,4,5,1,2,1,5,0
56,Male,First-time,Personal,Economy,1510,77,12,5,4,3,3,3,4,2,1
68,Male,Returning,Business,Economy,3334,111,185,4,5,4,5,1,5,2,1
23,Female,First-time,Personal,Business,528,147,177,3,4,5,2,3,3,1,0
23,Male,First-time,Business,Economy,3419,54,10,2,3,2,2,1,2,5,1
20,Male,Returning,Business,Economy,2154,47,12,5,4,2,3,2,2,1,1
24,Female,Returning,Personal,Economy,567,87,96,2,2,4,3,3,4,2,0
68,Male,First-time,Personal,Economy,3074,9,177,5,4,1,4,3,4,4,1
25,Female,Returning,Personal,Economy,3149,51,100,5,1,1,5,5,1,5,1
59,Male,Returning,Business,Business,4649,177,37,5,4,4,3,3,5,4,1
69,Female,Returning,Personal,Economy,2434,33,0,4,5,1,2,1,2,5,1
32,Male,Returning,Business,Business,3759,163,38,5,1,1,2,5,2,2,0
64,Male,First-time,Personal,Economy,2569,60,26,5,5,2,2,3,3,5,1
46,Female,First-time,Personal,Economy,1289,143,35,2,2,1,5,3,2,2,0
50,Male,Returning,Business,Economy,4792,78,159,5,3,1,1,5,2,3,0
69,Male,Returning,Business,Economy,1237,17,168,4,2,4,3,2,1,2,0
47,Female,Returning,Personal,Business,739,70,142,2,1,1,1,3,3,2,0
56,Male,Returning,Personal,Business,2658,174,30,5,3,3,5,4,2,5,1
44,Female,Returning,Personal,Economy,2307,85,126,2,4,3,3,2,2,4,0
53,Male,Returning,Personal,Economy,3645,31,5,4,1,4,4,3,5,2,1
46,Male,Returning,Personal,Economy,4430,42,88,2,3,3,3,2,2,5,1
55,Male,Returning,Business,Business,4043,82,179,4,5,2,3,1,1,2,0
50,Male,First-time,Business,Business,818,167,149,3,3,4,3,2,2,1,0
54,Female,Returning,Business,Business,568,162,30,5,5,1,3,5,2,1,0
44,Male,First-time,Business,Economy,4485,68,99,4,5,3,3,3,4,1,1
50,Female,First-time,Personal,Economy,1688,49,72,5,3,2,5,2,2,1,1
21,Male,Returning,Business,Economy,1994,11,45,4,2,4,3,4,3,4,1
39,Male,First-time,Business,Economy,3573,84,194,1,2,4,5,1,4,2,0
19,Male,First-time,Business,Economy,1689,122,96,1,5,1,3,1,3,1,0
27,Male,First-time,Personal,Economy,4165,57,170,1,1,5,3,2,3,5,0
22,Female,Returning,Business,Economy,3329,82,0,4,3,3,5,5,1,1,1
27,Female,Returning,Personal,Business,2635,176,171,5,1,2,3,1,2,3,0
50,Female,Returning,Business,Business,3974,111,56,1,2,4,2,2,3,3,0
55,Female,First-time,Personal,Economy,4876,127,8,5,1,3,3,2,2,4,1
30,Male,Returning,Business,Economy,800,35,4,4,4,2,4,1,2,3,1
48,Female,Returning,Personal,Economy,1961,53,78,5,4,2,5,2,1,5,1
64,Female,Returning,Business,Economy,2399,46,113,5,2,4,3,2,1,1,0
53,Male,Returning,Personal,Business,402,114,8,1,1,3,3,4,3,3,0
62,Male,First-time,Personal,Business,3046,159,172,2,3,2,5,2,3,3,0
41,Male,Returning,Business,Economy,3576,123,23,3,2,4,1,2,4,4,1
69,Male,Returning,Personal,Economy,3385,159,169,4,4,3,2,5,2,3,0
32,Female,Returning,Personal,Economy,3837,164,149,4,2,3,2,1,2,1,0
46,Female,Returning,Business,Economy,1627,95,102,4,1,4,3,5,1,2,0
25,Male,Returning,Business,Economy,2774,106,59,3,1,3,5,3,1,1,0
22,Male,Returning,Personal,Business,1979,119,85,2,1,5,4,5,3,3,0
46,Male,Returning,Business,Economy,4046,100,164,5,5,2,3,3,4,3,1
64,Female,Returning,Business,Economy,2862,102,115,4,1,2,2,3,4,3,1
21,Female,Returning,Business,Economy,4463,165,166,5,4,3,3,5,1,4,0
29,Male,First-time,Personal,Business,3617,157,83,1,4,4,5,4,1,5,0
62,Male,Returning,Personal,Economy,2736,31,89,1,5,1,4,5,4,1,0
19,Female,Returning,Personal,Economy,607,65,88,1,4,3,1,1,4,3,0
44,Male,Returning,Personal,Economy,4296,178,180,4,4,1,4,5,3,2,0
48,Male,First-time,Personal,Economy,1389,10,119,3,2,3,3,4,4,4,1
68,Female,Returning,Personal,Economy,4855,147,155,4,1,1,2,5,2,5,0
68,Male,Returning,Personal,Economy,2694,36,142,1,2,3,5,4,4,3,1
53,Female,Returning,Business,Economy,4304,101,187,1,2,4,3,1,5,1,0
53,Male,Returning,Personal,Business,966,48,187,4,4,1,1,2,4,2,0
43,Male,Returning,Personal,Economy,4463,18,5,3,3,5,5,4,1,4,1
60,Female,First-time,Business,Economy,2534,167,51,3,1,4,5,4,1,1,0
44,Female,Returning,Business,Business,1536,6,139,5,3,3,5,4,5,1,1
22,Male,First-time,Business,Economy,1923,132,18,2,4,1,3,1,2,4,0
37,Female,First-time,Personal,Economy,1674,41,74,1,5,2,1,3,4,1,0
28,Male,Returning,Business,Business,3611,87,129,3,2,4,3,4,4,2,0
27,Male,Returning,Personal,Economy,476,175,54,1,4,1,5,1,5,2,0
57,Female,Returning,Personal,Economy,1653,134,14,2,4,4,5,2,3,1,0
55,Male,Returning,Personal,Economy,3228,10,191,1,3,1,2,4,3,3,0
23,Male,Returning,Business,Economy,925,176,99,3,5,2,4,3,2,1,0
25,Female,Returning,Business,Economy,2954,157,68,5,2,5,3,1,4,3,1
40,Female,First-time,Personal,Business,3908,40,142,4,5,2,1,2,4,1,0
64,Male,Returning,Personal,Economy,4015,2,42,4,5,3,5,3,4,5,1
43,Female,Returning,Personal,Economy,4574,39,16,3,5,4,3,2,1,2,1
63,Female,Returning,Business,Business,694,50,97,3,1,5,4,3,3,1,0
60,Female,First-time,Personal,Economy,1468,31,115,2,5,4,3,5,5,2,1
29,Female,Returning,Business,Economy,497,47,151,1,4,1,4,5,1,4,0
43,Male,First-time,Personal,Economy,1268,70,73,2,1,3,3,5,1,5,1
30,Male,First-time,Business,Economy,4208,147,115,4,1,3,2,2,3,3,0
57,Male,Returning,Personal,Economy,3455,88,29,1,5,4,3,5,4,4,1
35,Female,Returning,Business,Economy,2804,108,66,2,4,3,2,1,2,5,0
42,Female,Returning,Business,Business,1576,34,50,4,2,4,4,1,5,4,1
50,Female,Returning,Business,Business,4467,107,59,1,5,1,5,5,3,2,0
64,Female,Returning,Business,Business,4618,151,2,5,1,1,5,3,2,5,1
57,Female,Returning,Business,Business,1569,39,103,5,2,4,3,3,3,4,1
60,Female,Returning,Business,Economy,1664,51,4,2,2,2,1,2,3,3,1
29,Female,First-time,Personal,Economy,1223,111,27,3,1,2,3,3,3,5,1
61,Male,Returning,Personal,Business,770,38,107,1,2,1,2,4,3,5,1
53,Male,Returning,Personal,Economy,3316,67,138,2,4,5,2,3,4,4,0
65,Female,Returning,Personal,Business,2354,75,199,3,4,2,4,1,1,1,0
21,Female,Returning,Business,Economy,4583,64,100,3,5,4,3,3,3,3,1
22,Female,Returning,Personal,Economy,2351,61,199,1,5,1,4,2,2,3,0
54,Male,Returning,Business,Economy,3254,1,75,1,2,3,1,3,2,4,0
25,Male,Returning,Business,Business,1448,133,14,3,1,3,5,2,2,2,1
59,Female,First-time,Business,Economy,3386,121,82,4,4,2,5,4,1,2,0
66,Female,Returning,Personal,Economy,1259,74,47,2,3,5,3,5,1,1,0
45,Male,Returning,Business,Economy,929,170,126,1,5,2,4,4,2,1,0
48,Male,Returning,Personal,Economy,1074,39,45,3,4,5,4,1,4,4,1
26,Male,First-time,Personal,Business,659,88,27,4,2,2,1,4,1,2,0
68,Male,Returning,Personal,Economy,817,166,6,5,4,3,4,4,1,3,1
46,Female,Returning,Personal,Economy,1643,27,198,3,4,5,2,1,4,2,0
31,Male,Returning,Personal,Economy,2269,79,93,4,2,3,2,1,3,4,1
57,Male,Returning,Business,Economy,3527,62,81,5,5,4,2,5,1,2,0
58,Female,Returning,Business,Economy,3199,139,87,4,5,4,3,5,2,5,1
39,Male,Returning,Personal,Economy,1234,40,133,1,3,1,2,3,2,4,0
28,Male,Returning,Business,Economy,2286,28,185,3,3,3,2,2,4,5,1
40,Male,Returning,Personal,Business,676,22,67,5,5,3,5,1,2,4,1
18,Female,First-time,Business,Economy,3860,79,54,4,5,1,3,4,5,3,1
63,Male,Returning,Business,Economy,2074,50,194,5,5,4,2,4,2,4,0
54,Female,Returning,Business,Economy,1805,111,176,2,5,4,1,5,4,4,0
38,Female,Returning,Business,Economy,2954,104,117,3,4,5,2,2,4,4,1
43,Male,First-time,Business,Economy,1310,44,178,1,3,5,3,1,4,4,0
63,Male,Returning,Business,Economy,3777,89,186,5,2,4,4,5,5,1,1
53,Male,First-time,Business,Economy,1530,149,133,4,1,2,5,2,1,5,1
40,Male,First-time,Business,Economy,1477,137,107,5,2,3,5,1,3,4,1
18,Female,Returning,Business,Economy,4157,134,50,4,1,5,3,4,2,4,1
68,Male,Returning,Business,Economy,2395,88,37,5,4,2,2,4,1,1,0
57,Male,Returning,Business,Economy,1972,14,138,1,3,5,1,5,4,2,0
32,Male,Returning,Business,Economy,2228,76,179,1,1,1,2,2,1,1,0
38,Female,First-time,Business,Economy,4139,105,92,3,5,3,2,4,1,1,0
64,Male,Returning,Personal,Business,3478,173,19,1,4,5,1,2,5,1,0
26,Male,Returning,Business,Economy,4568,89,9,5,1,4,5,5,4,4,1
26,Female,First-time,Business,Economy,2853,86,25,5,5,1,2,3,4,1,1
27,Female,Returning,Business,Economy,2745,60,47,1,4,1,4,2,2,1,0
69,Male,Returning,Business,Business,4689,107,90,2,1,4,4,2,2,1,0
43,Male,Returning,Business,Economy,851,60,113,5,5,1,3,5,2,4,1
58,Male,Returning,Business,Business,3197,50,13,3,3,3,3,3,2,3,1
52,Male,Returning,Personal,Economy,1339,165,99,2,4,5,1,4,1,3,0
69,Male,Returning,Personal,Business,1184,11,186,1,1,1,1,1,1,2,0
42,Female,Returning,Personal,Business,3351,76,11,4,5,3,3,5,2,4,1
43,Female,First-time,Business,Business,4529,111,115,5,3,4,2,1,2,1,0
28,Male,Returning,Business,Economy,3897,65,122,4,5,5,5,3,2,1,0
55,Male,Returning,Business,Economy,2855,166,22,3,3,4,4,3,3,1,0
19,Female,Returning,Personal,Economy,1389,166,84,2,1,5,1,2,2,3,0
24,Male,Returning,Business,Economy,4875,114,71,4,5,1,3,1,3,1,0
35,Male,Returning,Business,Business,758,29,166,3,5,1,4,1,2,1,0
44,Male,Returning,Personal,Economy,4554,104,121,4,2,5,1,3,4,3,0
51,Male,First-time,Personal,Economy,2307,175,136,4,4,3,1,1,5,1,0
44,Male,Returning,Business,Economy,2220,30,94,3,5,3,2,4,1,2,0
34,Female,Returning,Business,Economy,4827,152,24,5,3,3,1,3,4,5,1
60,Male,First-time,Business,Economy,1303,178,16,4,4,2,5,2,5,2,1
61,Male,Returning,Business,Business,3383,12,169,3,1,3,1,2,3,4,0
68,Male,Returning,Personal,Economy,2414,127,28,4,4,1,5,2,1,2,1
41,Female,Returning,Business,Economy,2889,169,187,5,2,2,2,1,3,2,0
42,Female,First-time,Business,Economy,2443,100,66,3,1,3,5,3,3,3,1
24,Female,First-time,Personal,Economy,4610,66,84,4,5,1,4,2,1,4,1
69,Female,Returning,Business,Economy,2541,79,56,1,1,2,1,3,5,2,0
23,Male,First-time,Business,Economy,2386,102,71,5,1,1,3,1,1,5,1
41,Female,Returning,Personal,Economy,1238,18,13,4,2,5,3,4,2,2,1
50,Male,Returning,Personal,Economy,4601,173,38,2,3,1,5,4,3,1,0
66,Male,First-time,Business,Economy,4270,142,143,3,1,2,2,4,2,3,0
46,Female,First-time,Personal,Economy,4299,31,17,4,3,3,5,1,1,1,1
60,Female,Returning,Personal,Business,4950,176,74,5,4,2,5,2,1,4,1
39,Female,Returning,Business,Business,3708,148,101,5,2,3,5,1,5,4,1
43,Female,Returning,Personal,Business,1070,64,19,2,5,3,4,3,3,3,1
45,Female,Returning,Business,Economy,548,26,116,2,1,4,4,4,4,2,1
67,Male,Returning,Business,Business,672,150,173,4,3,5,5,3,1,4,0
38,Female,Returning,Business,Business,3226,46,116,1,1,4,2,1,4,5,1
66,Female,Returning,Business,Business,4157,11,172,5,2,2,1,5,3,3,1
24,Female,Returning,Personal,Economy,1001,84,3,1,5,4,3,5,2,1,0
34,Male,Returning,Business,Economy,2485,65,83,1,4,3,4,1,3,5,1
37,Female,Returning,Business,Business,1241,132,147,4,4,2,1,2,5,3,0
58,Male,First-time,Business,Economy,4214,136,138,3,3,4,4,3,4,5,1
66,Female,Returning,Business,Economy,1093,147,113,3,4,1,4,1,4,3,1
37,Female,First-time,Personal,Business,977,109,64,3,3,5,4,1,2,1,0
39,Male,First-time,Personal,Economy,1861,81,145,2,5,1,5,5,2,2,0
45,Female,Returning,Personal,Economy,4353,124,166,5,1,2,5,4,1,3,0
57,Male,Returning,Business,Economy,752,62,43,2,2,4,4,4,3,4,1
66,Male,Returning,Personal,Business,2766,71,117,5,5,3,4,2,5,1,1
24,Male,Returning,Personal,Economy,3956,97,99,5,5,4,3,2,1,1,0
18,Female,Returning,Business,Economy,4446,72,17,5,4,2,1,2,3,5,1
49,Female,First-time,Personal,Economy,4054,70,174,4,4,2,1,5,2,4,0
30,Female,Returning,Business,Business,509,29,158,3,2,2,2,1,5,5,1
47,Male,Returning,Personal,Economy,2226,124,127,2,1,2,2,2,2,1,0
40,Female,Returning,Personal,Business,4266,15,166,2,5,4,2,5,2,3,0
68,Male,Returning,Personal,Business,2177,132,37,4,4,1,5,3,4,4,1
36,Female,First-time,Personal,Economy,926,156,174,5,5,3,5,1,3,1,0
49,Male,Returning,Business,Economy,3026,46,197,3,1,3,3,3,1,4,0
47,Male,Returning,Business,Economy,1758,100,135,1,3,5,5,4,4,3,0
46,Male,Returning,Personal,Economy,3124,106,103,1,1,2,2,4,3,2,0
66,Female,Returning,Business,Economy,1550,125,192,4,5,2,4,1,3,5,1
62,Male,Returning,Personal,Business,4663,21,12,3,5,2,2,2,3,5,1
46,Male,Returning,Personal,Business,2463,82,54,1,2,1,3,1,5,1,0
47,Male,Returning,Personal,Economy,1923,162,87,1,5,2,4,2,4,1,0
33,Male,Returning,Personal,Economy,2153,59,84,2,4,5,5,4,1,3,1
57,Male,First-time,Personal,Economy,1053,57,108,3,2,5,4,1,4,1,1
36,Male,First-time,Personal,Economy,2168,2,42,1,5,1,3,1,2,1,0
35,Female,Returning,Business,Economy,481,161,131,2,1,2,5,2,3,1,0
18,Female,First-time,Business,Business,1813,44,70,3,5,4,1,4,2,4,0
31,Male,First-time,Personal,Business,1202,49,187,5,1,4,2,4,4,4,1
68,Female,Returning,Business,Economy,3644,1,11,3,1,3,2,2,1,2,1
64,Female,Returning,Personal,Business,3753,14,58,4,5,1,3,2,2,4,1
67,Male,Returning,Business,Economy,3907,164,181,2,1,4,3,2,2,5,0
19,Male,First-time,Business,Economy,2856,142,43,5,3,3,2,4,5,2,1
45,Male,First-time,Business,Economy,2439,95,15,2,2,5,4,4,4,1,1
66,Female,First-time,Personal,Economy,4544,84,133,2,5,3,1,1,2,5,0
67,Male,Returning,Business,Business,2464,110,13,1,3,2,1,4,4,2,0
47,Female,Returning,Personal,Economy,2912,179,114,3,1,2,3,3,1,2,0
55,Male,Returning,Personal,Economy,2321,22,111,2,1,5,3,3,2,5,1
68,Female,First-time,Personal,Economy,3121,98,122,2,2,1,4,2,1,2,0
21,Male,Returning,Business,Economy,2581,36,57,4,3,2,3,2,2,5,1
18,Male,Returning,Business,Economy,1870,106,158,4,3,2,1,2,3,2,0
25,Female,Returning,Business,Economy,2272,40,168,4,5,3,2,1,5,2,1
46,Female,Returning,Personal,Economy,4286,56,119,2,1,3,1,3,5,2,0
56,Female,Returning,Personal,Economy,2544,96,34,5,4,3,4,3,5,5,1
20,Female,First-time,Business,Economy,2742,24,9,3,5,4,2,4,1,2,0
49,Female,First-time,Personal,Economy,1013,109,80,2,5,5,2,3,4,4,0
27,Female,Returning,Business,Economy,3845,36,157,1,5,1,1,4,5,4,0
27,Male,First-time,Business,Economy,522,39,43,5,2,3,2,1,2,4,1
36,Female,First-time,Business,Business,1163,84,182,5,2,1,2,2,2,4,0
63,Male,First-time,Business,Economy,4925,45,70,3,5,3,3,2,3,4,1
51,Male,First-time,Personal,Economy,1725,101,17,5,4,2,2,4,1,1,0
50,Female,Returning,Business,Economy,2604,97,82,3,3,1,4,5,2,2,0
40,Male,Returning,Business,Economy,953,18,78,5,3,4,2,4,2,3,1
45,Female,Returning,Business,Economy,1459,90,85,3,1,3,3,1,3,1,0
49,Female,Returning,Business,Economy,2142,136,166,4,3,5,5,3,3,5,1
67,Male,Returning,Business,Economy,743,68,41,4,3,2,5,4,4,1,1
24,Male,Returning,Business,Economy,2765,4,181,5,4,3,4,1,4,3,1
46,Female,Returning,Business,Business,4969,153,123,5,3,1,4,2,4,1,0
25,Female,Returning,Personal,Economy,4736,146,29,3,4,3,2,5,2,2,0
18,Male,First-time,Personal,Economy,3157,157,19,3,2,2,2,5,3,4,1
20,Male,Returning,Personal,Economy,1580,47,125,2,4,5,5,4,1,2,0
41,Male,Returning,Personal,Business,3339,111,95,4,2,5,5,3,4,1,1
40,Male,Returning,Business,Economy,4095,143,124,2,4,5,1,4,5,3,0
25,Female,Returning,Personal,Economy,3937,17,41,2,5,2,5,5,2,5,1
64,Female,Returning,Personal,Economy,4058,148,88,1,2,3,5,5,1,2,0
54,Female,Returning,Personal,Economy,399,30,86,3,2,2,4,2,2,3,1
20,Female,First-time,Business,Economy,2386,128,4,1,3,2,1,3,4,5,1
68,Male,Returning,Personal,Business,2610,130,49,1,2,3,1,3,2,4,0
50,Male,Returning,Personal,Economy,4545,24,40,2,4,4,2,5,4,2,1
45,Female,Returning,Business,Economy,3037,7,93,1,5,5,2,5,2,2,0
64,Female,First-time,Personal,Economy,1907,61,166,3,5,1,1,4,4,4,0
25,Female,Returning,Business,Economy,3253,134,56,2,3,1,1,4,3,4,0
51,Female,Returning,Personal,Economy,4281,6,184,3,4,3,2,2,3,1,0
52,Female,First-time,Business,Economy,3494,135,164,5,4,1,4,5,3,5,1
49,Female,Returning,Personal,Economy,4639,18,134,1,1,4,4,4,3,3,0
41,Female,First-time,Personal,Economy,4982,144,132,2,2,2,4,2,3,4,0
31,Female,Returning,Personal,Economy,3392,138,50,4,3,5,4,3,5,1,1
49,Female,Returning,Business,Economy,3262,110,105,3,5,1,2,5,2,5,0
63,Male,Returning,Personal,Economy,2962,176,135,1,1,1,3,1,3,5,0
60,Female,First-time,Business,Economy,1155,10,183,3,4,3,5,5,5,2,1
33,Male,Returning,Business,Economy,2446,40,10,3,2,3,5,4,5,1,1
21,Male,First-time,Business,Economy,1686,113,149,5,5,2,5,5,2,1,0
